20231217 214600;16815;16815;16815;16815;2
20231217 230100;16820.25;16846;16820.25;16832.75;762
20231217 230200;16833.5;16834;16825.75;16828.5;269
20231217 230300;16828.75;16829;16823.5;16827.25;257
20231217 230400;16827.75;16828.5;16823.5;16824.5;129
20231217 230500;16824.5;16825;16821.75;16825;133
20231217 230600;16825;16825;16822.25;16823.5;109
20231217 230700;16824;16827.75;16824;16825.5;95
20231217 230800;16826.25;16827.75;16825.25;16826.25;106
20231217 230900;16826.25;16827.25;16826;16827;114
20231217 231000;16827;16828;16825.5;16826;110
20231217 231100;16825.5;16827;16824.25;16824.25;103
20231217 231200;16824.75;16825.25;16818.25;16818.25;171
20231217 231300;16818.75;16819.25;16815.5;16815.75;223
20231217 231400;16816.25;16818.5;16816.25;16816.75;119
20231217 231500;16816.75;16817.75;16816.75;16817.75;32
20231217 231600;16817.5;16817.5;16816.5;16817.25;36
20231217 231700;16817;16817.5;16815.5;16816;76
20231217 231800;16815.5;16816.5;16813.5;16815;155
20231217 231900;16814.75;16815;16811.75;16813.5;113
20231217 232000;16813.5;16816;16813.5;16815.75;47
20231217 232100;16815.25;16815.5;16812;16813.75;93
20231217 232200;16813.75;16813.75;16809.25;16810;151
20231217 232300;16810.25;16810.25;16806.5;16807;124
20231217 232400;16807.25;16808.5;16804.5;16805.75;126
20231217 232500;16805.75;16806;16802.25;16804.25;98
20231217 232600;16804.5;16806;16803;16806;157
20231217 232700;16806;16807;16805.5;16807;49
20231217 232800;16807.25;16807.25;16806.25;16806.75;46
20231217 232900;16806;16806;16804.25;16805;52
20231217 233000;16805.25;16807.25;16805.25;16806.75;81
20231217 233100;16806.75;16810;16806.75;16809.5;132
20231217 233200;16809;16811.25;16808.75;16810.5;152
20231217 233300;16810.75;16810.75;16808.75;16809.5;49
20231217 233400;16809;16812.5;16809;16812.25;71
20231217 233500;16811.75;16813;16811.5;16812.5;151
20231217 233600;16812.75;16814.25;16811.5;16814.25;89
20231217 233700;16814.5;16817.25;16813.75;16816.25;225
20231217 233800;16816.75;16817;16815.5;16816.5;49
20231217 233900;16816;16817.75;16815.75;16817;59
20231217 234000;16817;16817.25;16815.5;16815.5;31
20231217 234100;16815.5;16816;16813.5;16815.25;65
20231217 234200;16815;16815.75;16814.5;16814.5;28
20231217 234300;16815;16815.25;16814.5;16815.25;13
20231217 234400;16815.25;16815.25;16813.75;16815;30
20231217 234500;16814.75;16816.5;16814.75;16816.25;31
20231217 234600;16816.75;16817.5;16814.75;16815.5;81
20231217 234700;16815.75;16816.5;16815;16815.25;24
20231217 234800;16815.25;16815.75;16814;16815;44
20231217 234900;16815;16816.75;16814.75;16816;33
20231217 235000;16816.75;16819.25;16816.75;16818.75;127
20231217 235100;16818.75;16822;16818.75;16821;97
20231217 235200;16821.25;16824.75;16821.25;16822;151
20231217 235300;16821.75;16822;16819.75;16819.75;44
20231217 235400;16820.25;16821.25;16820;16820;35
20231217 235500;16820.5;16822;16820.25;16821.25;28
20231217 235600;16821.5;16821.5;16820;16821;38
20231217 235700;16821.75;16823;16821.5;16821.5;30
20231217 235800;16821.5;16822.75;16821.25;16822.5;29
20231217 235900;16822.5;16824.5;16822.5;16824.25;37
20231218 000000;16824.5;16824.75;16822.75;16823.5;84
20231218 000100;16823.5;16829;16822.75;16825.5;471
20231218 000200;16825;16826.75;16821.25;16825.5;205
20231218 000300;16825.5;16828.5;16825;16826.75;149
20231218 000400;16826.75;16828.75;16826;16827.25;74
20231218 000500;16827.25;16829.5;16825.75;16827.5;120
20231218 000600;16827.5;16828.25;16823.75;16824.75;251
20231218 000700;16824.25;16827.25;16821.5;16825;107
20231218 000800;16825.25;16828;16825;16827.5;62
20231218 000900;16827.5;16829.5;16827;16829;89
20231218 001000;16829;16831.75;16828.75;16830;167
20231218 001100;16830.25;16830.25;16829.25;16829.25;86
20231218 001200;16829;16829.5;16827.25;16828.25;74
20231218 001300;16828.5;16829;16827.25;16828;50
20231218 001400;16827.75;16829.75;16826;16829.5;122
20231218 001500;16829.25;16829.75;16828.25;16829.5;45
20231218 001600;16830;16831.5;16829.5;16830.25;114
20231218 001700;16830;16830.25;16828;16828;71
20231218 001800;16828;16828.5;16827.25;16827.75;77
20231218 001900;16827.25;16827.5;16825.75;16826.75;58
20231218 002000;16826.5;16827.25;16826;16826.25;43
20231218 002100;16826.25;16828.25;16826.25;16828.25;53
20231218 002200;16828;16829.5;16826.25;16829;70
20231218 002300;16829.25;16829.75;16828.75;16829.75;18
20231218 002400;16829.5;16830.5;16827.5;16830.5;87
20231218 002500;16830.25;16834.25;16830;16833.25;206
20231218 002600;16833.25;16834.25;16832.75;16834;99
20231218 002700;16834.25;16835.5;16831.5;16831.75;145
20231218 002800;16831.5;16832.75;16829.75;16832;82
20231218 002900;16832.5;16834;16832.25;16834;69
20231218 003000;16834;16834.75;16833;16833.75;49
20231218 003100;16833.75;16834.75;16833.5;16834;54
20231218 003200;16833.5;16833.75;16833;16833.25;24
20231218 003300;16833.5;16833.5;16831;16831.25;35
20231218 003400;16831.25;16831.75;16831;16831.5;44
20231218 003500;16831.5;16832.5;16831.5;16832.25;22
20231218 003600;16832.25;16832.25;16829.5;16830;74
20231218 003700;16830;16831;16829;16830.25;65
20231218 003800;16830.5;16832.25;16830.5;16831;65
20231218 003900;16831;16831.5;16830.5;16831;18
20231218 004000;16831.5;16838.5;16831.5;16836.5;324
20231218 004100;16836.75;16838;16836.25;16836.75;106
20231218 004200;16836.75;16837;16833.5;16833.5;91
20231218 004300;16833.25;16833.5;16827;16827.75;250
20231218 004400;16827.75;16829.75;16827.75;16829;90
20231218 004500;16829;16829.25;16828;16828;40
20231218 004600;16828.5;16828.5;16824;16825.5;214
20231218 004700;16825.5;16829.25;16825.5;16829;85
20231218 004800;16829;16829.25;16826.75;16827.5;65
20231218 004900;16827.25;16829;16827.25;16828.25;21
20231218 005000;16828.25;16828.75;16826.5;16827.5;40
20231218 005100;16826.75;16827.5;16826.25;16827.25;33
20231218 005200;16827;16827.25;16825.5;16825.75;44
20231218 005300;16825.5;16827;16825;16825.75;54
20231218 005400;16826;16826;16824.5;16825.25;38
20231218 005500;16825.5;16825.75;16824.5;16824.75;36
20231218 005600;16825;16825.75;16824.5;16825;21
20231218 005700;16825.5;16825.75;16825;16825;21
20231218 005800;16825.25;16826;16825.25;16825.5;23
20231218 005900;16825.25;16826.25;16825.25;16825.5;18
20231218 010000;16826;16826;16825;16825.5;23
20231218 010100;16825.75;16826.5;16825;16825.25;85
20231218 010200;16825;16826.25;16823;16825.75;89
20231218 010300;16825;16827;16824.75;16826.5;70
20231218 010400;16826;16826.75;16824.5;16826;47
20231218 010500;16826;16828;16826;16827.75;51
20231218 010600;16828;16828;16825.25;16826.25;82
20231218 010700;16825.75;16825.75;16824.25;16824.5;30
20231218 010800;16824.25;16825;16823;16823.5;62
20231218 010900;16823.25;16824.75;16823.25;16823.75;37
20231218 011000;16823.75;16823.75;16821.75;16822;61
20231218 011100;16822.25;16822.25;16820.25;16821.25;122
20231218 011200;16821.5;16823.25;16819.5;16822.25;149
20231218 011300;16822.5;16824;16822.5;16823.5;47
20231218 011400;16823.75;16825.25;16823;16823.75;88
20231218 011500;16824;16826;16823.25;16825.5;41
20231218 011600;16826;16826;16821.75;16822.5;117
20231218 011700;16822.25;16823.5;16821;16823.5;48
20231218 011800;16823;16826.25;16823;16825.5;50
20231218 011900;16825.5;16826.5;16825;16825.75;41
20231218 012000;16825.75;16828;16825.5;16827.75;85
20231218 012100;16827.75;16828;16825.25;16825.25;80
20231218 012200;16825.5;16826.25;16824.75;16826.25;42
20231218 012300;16826.25;16827.5;16825.5;16826;29
20231218 012400;16825.5;16826.75;16825.5;16825.75;16
20231218 012500;16825.5;16826.5;16825;16825;28
20231218 012600;16825.25;16826.75;16825.25;16826.25;26
20231218 012700;16825.5;16827.5;16825.5;16827;44
20231218 012800;16827;16829.75;16827;16829.5;127
20231218 012900;16829.5;16829.75;16826.5;16827;83
20231218 013000;16827.25;16828;16827.25;16827.5;20
20231218 013100;16827.25;16828.5;16823.75;16827.5;100
20231218 013200;16826.75;16827.75;16825.75;16827.5;40
20231218 013300;16827.5;16828;16825.5;16828;41
20231218 013400;16827.75;16829;16827.5;16829;36
20231218 013500;16829;16832;16828.75;16831;101
20231218 013600;16831;16831.75;16830.5;16831.25;51
20231218 013700;16831.25;16831.25;16829;16829.75;39
20231218 013800;16829.5;16830.5;16829;16830.25;39
20231218 013900;16830.75;16831.75;16829.25;16829.25;28
20231218 014000;16829;16829.5;16827.75;16828.25;40
20231218 014100;16828.5;16828.5;16826;16826;62
20231218 014200;16825.75;16827.75;16825.25;16826.75;46
20231218 014300;16826.5;16826.5;16825.5;16826;45
20231218 014400;16826.25;16829.5;16826;16829.25;66
20231218 014500;16829;16830.5;16829;16829.25;51
20231218 014600;16829.25;16829.25;16827.5;16827.5;27
20231218 014700;16827.75;16828.75;16823.75;16823.75;132
20231218 014800;16824;16826.75;16823.25;16825.75;128
20231218 014900;16825.5;16827.5;16825.25;16827.25;42
20231218 015000;16827.75;16829;16827.5;16829;28
20231218 015100;16828.75;16829.75;16828;16828.75;45
20231218 015200;16827.5;16828.25;16826.25;16828.25;39
20231218 015300;16828;16829;16827.5;16828.25;18
20231218 015400;16827.75;16829;16827.75;16828;7
20231218 015500;16828.5;16828.5;16827.75;16828;13
20231218 015600;16828.75;16829;16828.25;16828.75;13
20231218 015700;16828.5;16829.5;16828.25;16828.75;19
20231218 015800;16829;16829.5;16828;16828.5;22
20231218 015900;16828;16829;16828;16828.5;32
20231218 020000;16828.5;16828.75;16828.25;16828.5;16
20231218 020100;16828.5;16829.5;16828;16829.5;47
20231218 020200;16829.5;16829.75;16827.5;16829.75;57
20231218 020300;16829.5;16830.25;16828.75;16828.75;54
20231218 020400;16828.5;16828.5;16827.75;16828.25;32
20231218 020500;16829;16829;16828.25;16828.25;6
20231218 020600;16828;16828;16826.75;16827.75;36
20231218 020700;16828.25;16828.5;16827.5;16827.75;27
20231218 020800;16827.75;16827.75;16827.25;16827.75;8
20231218 020900;16828;16829.5;16828;16829.25;29
20231218 021000;16829.25;16829.25;16828.5;16828.5;12
20231218 021100;16828.5;16829;16828.25;16829;15
20231218 021200;16828.5;16829.5;16828.5;16829.25;32
20231218 021300;16829.25;16831;16829.25;16830.25;70
20231218 021400;16830;16831.75;16830;16831.75;67
20231218 021500;16831.5;16832.75;16830.75;16831.75;59
20231218 021600;16832;16833.25;16831.5;16832.25;110
20231218 021700;16832;16832.25;16830.75;16831.25;29
20231218 021800;16831;16831.25;16830.75;16830.75;12
20231218 021900;16830.75;16833;16830.75;16832.25;40
20231218 022000;16832;16832.75;16831.75;16832.75;24
20231218 022100;16833;16833.25;16831.75;16833;41
20231218 022200;16833.25;16834;16833;16834;64
20231218 022300;16833.5;16834;16833.25;16833.25;27
20231218 022400;16833.25;16833.25;16832.25;16832.25;40
20231218 022500;16832.75;16832.75;16832.5;16832.5;9
20231218 022600;16832.75;16833.75;16832.75;16833.75;23
20231218 022700;16834;16834.5;16833.75;16834;24
20231218 022800;16834;16834.25;16833.75;16834;17
20231218 022900;16834;16835;16834;16834.5;56
20231218 023000;16834.5;16834.5;16833.75;16834;17
20231218 023100;16834.5;16834.75;16832.75;16833.25;27
20231218 023200;16833.5;16834.25;16833.25;16833.75;20
20231218 023300;16834.25;16835;16834;16835;30
20231218 023400;16834.75;16836.5;16834.5;16835.75;205
20231218 023500;16835.75;16838;16835.5;16837.25;109
20231218 023600;16837;16837;16836;16836.25;24
20231218 023700;16836.5;16837;16836.25;16836.25;32
20231218 023800;16836.25;16836.25;16835.5;16835.75;28
20231218 023900;16836;16837.75;16836;16837;55
20231218 024000;16837.25;16837.25;16836.75;16837.25;17
20231218 024100;16837.25;16837.5;16835;16835.25;79
20231218 024200;16835.5;16835.75;16834.5;16835;45
20231218 024300;16834.75;16835;16833.25;16834.5;54
20231218 024400;16834.5;16834.75;16833.75;16834.25;28
20231218 024500;16834.25;16835.75;16834;16835.75;31
20231218 024600;16834.75;16835.25;16834.25;16835.25;23
20231218 024700;16835.75;16836.75;16835.75;16836.75;47
20231218 024800;16837;16838.75;16837;16838.75;71
20231218 024900;16838.5;16839;16838;16838.5;91
20231218 025000;16838.25;16840;16838;16839.5;89
20231218 025100;16839.5;16841;16839;16840.5;66
20231218 025200;16840.25;16842.5;16840.25;16842.25;218
20231218 025300;16842.25;16843.5;16842;16842.75;128
20231218 025400;16842.75;16842.75;16841;16841.75;53
20231218 025500;16841.75;16842;16841;16841;16
20231218 025600;16840.75;16841.25;16840.25;16841;33
20231218 025700;16840.75;16841.5;16840.5;16841.25;31
20231218 025800;16841;16841;16839.75;16840.5;47
20231218 025900;16840.75;16840.75;16840;16840.25;36
20231218 030000;16840.5;16840.5;16840;16840.25;12
20231218 030100;16840;16840.5;16838;16838.25;74
20231218 030200;16838.25;16838.75;16837.75;16838;41
20231218 030300;16837.75;16837.75;16836.5;16837.5;60
20231218 030400;16837.75;16838.25;16837.25;16837.25;21
20231218 030500;16837.25;16838.75;16837.25;16838.25;47
20231218 030600;16838.5;16839;16837.75;16838;37
20231218 030700;16838;16838;16835.75;16836;55
20231218 030800;16836.75;16837.25;16835.75;16836.25;34
20231218 030900;16836.5;16837.25;16836.25;16837;14
20231218 031000;16837.25;16838;16837;16837.25;27
20231218 031100;16837.5;16838;16837.25;16837.75;28
20231218 031200;16837.5;16837.5;16836.75;16837;29
20231218 031300;16837.25;16837.75;16836.75;16836.75;14
20231218 031400;16836.75;16837.5;16836.75;16837;24
20231218 031500;16837.5;16837.5;16837;16837.5;9
20231218 031600;16837.75;16838.25;16837;16837;32
20231218 031700;16837;16837;16836.5;16836.5;22
20231218 031800;16837;16837;16836.75;16837;14
20231218 031900;16836.5;16838.5;16836.5;16838.25;34
20231218 032000;16838.5;16839.5;16838.25;16839.5;49
20231218 032100;16839.5;16840.5;16838.75;16840.5;67
20231218 032200;16840.5;16842;16840.25;16840.25;98
20231218 032300;16840.5;16841.75;16840.5;16841.75;25
20231218 032400;16841.25;16842.25;16840.25;16842;60
20231218 032500;16842;16842.75;16841.5;16842.5;45
20231218 032600;16842.5;16842.75;16842;16842.5;36
20231218 032700;16842.75;16843.25;16842;16842.5;71
20231218 032800;16842.5;16842.5;16840.75;16840.75;46
20231218 032900;16840.75;16840.75;16839;16839.5;41
20231218 033000;16839.25;16839.25;16838;16838.25;55
20231218 033100;16838;16838.25;16837;16837.75;62
20231218 033200;16838;16838.25;16837.25;16837.75;35
20231218 033300;16838.25;16838.25;16837;16837.25;19
20231218 033400;16837.25;16838;16837.25;16838;16
20231218 033500;16838;16838.5;16837.25;16837.25;16
20231218 033600;16837;16837.25;16837;16837.25;12
20231218 033700;16838;16838;16835.75;16836.75;81
20231218 033800;16836.75;16837.5;16836.5;16837;18
